gene_symbol,ensembl_gene_id,chr,n_instruments_5e8,n_instruments_5e6,has_valid_instrument,single_iv,finan_tier,notes
RHO,ENSG00000163914,3,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
RIOK1,ENSG00000124784,6,1,576,TRUE,TRUE,Tier 1,""
RIOK2,ENSG00000058729,5,2,316,TRUE,FALSE,Tier 1,""
RIOK3,ENSG00000101782,18,1,356,TRUE,TRUE,Tier 1,""
RIPK1,ENSG00000137275,6,2,455,TRUE,FALSE,Tier 1,""
RIPK2,ENSG00000104312,8,2,881,TRUE,FALSE,Tier 1,""
RIPK3,ENSG00000129465,14,2,161,TRUE,FALSE,Tier 3B,""
RIPK4,ENSG00000183421,21,2,265,TRUE,FALSE,Tier 1,""
RLN1,ENSG00000107018,9,2,241,TRUE,FALSE,Tier 3B,""
RLN2,ENSG00000107014,9,2,117,TRUE,FALSE,Tier 3B,""
RLN3,ENSG00000171136,19,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
RNASE1,ENSG00000129538,14,2,259,TRUE,FALSE,Tier 3A,""
RNASE10,ENSG00000182545,14,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
RNASE13,ENSG00000206150,14,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
RNASE2,ENSG00000169385,14,4,554,TRUE,FALSE,Tier 3B,""
RNASE3,ENSG00000169397,14,4,524,TRUE,FALSE,Tier 3B,""
RNASE4,ENSG00000258818,14,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
RNASE6,ENSG00000169413,14,4,576,TRUE,FALSE,Tier 3A,""
RNASE7,ENSG00000165799,14,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
RNASE8,ENSG00000173431,14,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
RNASE9,ENSG00000188655,14,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
RNASEH1,ENSG00000171865,2,1,75,TRUE,TRUE,Tier 2,""
RNASET2,ENSG00000026297,6,7,2042,TRUE,FALSE,Tier 3A,""
RNLS,ENSG00000184719,10,1,641,TRUE,TRUE,Tier 3A,""
RNPEP,ENSG00000176393,1,6,877,TRUE,FALSE,Tier 2,""
ROCK1,ENSG00000067900,18,1,223,TRUE,TRUE,Tier 1,""
ROCK2,ENSG00000134318,2,1,590,TRUE,TRUE,Tier 1,""
ROR1,ENSG00000185483,1,1,16,TRUE,TRUE,Tier 3B,""
ROR2,ENSG00000169071,9,1,353,TRUE,TRUE,Tier 3B,""
RORA,ENSG00000069667,15,2,176,TRUE,FALSE,Tier 3A,""
RORB,ENSG00000198963,9,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
RORC,ENSG00000143365,1,1,88,TRUE,TRUE,Tier 1,""
ROS1,ENSG00000047936,6,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
RPN1,ENSG00000163902,3,4,887,TRUE,FALSE,Tier 3A,""
RPN2,ENSG00000118705,20,1,279,TRUE,TRUE,Tier 3A,""
RPS27,ENSG00000177954,1,0,0,FALSE,FALSE,Tier 2,no SNP below 5e-8
RPS6KA1,ENSG00000117676,1,1,637,TRUE,TRUE,Tier 1,""
RPS6KA2,ENSG00000071242,6,5,1513,TRUE,FALSE,Tier 1,""
RPS6KA3,ENSG00000177189,X,0,0,FALSE,FALSE,Tier 1,non-autosomal chr skipped
RPS6KA4,ENSG00000162302,11,4,1093,TRUE,FALSE,Tier 1,""
RPS6KA5,ENSG00000100784,14,3,831,TRUE,FALSE,Tier 1,""
RPS6KA6,ENSG00000072133,X,0,0,FALSE,FALSE,Tier 1,non-autosomal chr skipped
RPS6KB1,ENSG00000108443,17,1,383,TRUE,TRUE,Tier 1,""
RPS6KB2,ENSG00000175634,11,3,1044,TRUE,FALSE,Tier 2,""
RPS6KL1,ENSG00000198208,14,1,854,TRUE,TRUE,Tier 3B,""
RPTN,ENSG00000215853,1,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
RRH,ENSG00000180245,4,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
RRM1,ENSG00000167325,11,3,1691,TRUE,FALSE,Tier 1,""
RRM2,ENSG00000171848,2,0,0,FALSE,FALSE,Tier 1,no SNP below 5e-8
RRM2B,ENSG00000048392,8,2,546,TRUE,FALSE,Tier 3B,""
RS1,ENSG00000102104,X,0,0,FALSE,FALSE,Tier 3B,non-autosomal chr skipped
RSPO1,ENSG00000169218,1,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
RSPO2,ENSG00000147655,8,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
RSPO3,ENSG00000146374,6,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
RSPO4,ENSG00000101282,20,2,196,TRUE,FALSE,Tier 3B,""
RTN3,ENSG00000133318,11,1,336,TRUE,TRUE,Tier 3B,""
RTN4,ENSG00000115310,2,3,1505,TRUE,FALSE,Tier 1,""
RTN4R,ENSG00000040608,22,1,154,TRUE,TRUE,Tier 3A,""
RTN4RL1,ENSG00000185924,17,1,21,TRUE,TRUE,Tier 3B,""
RXFP1,ENSG00000171509,4,0,0,FALSE,FALSE,Tier 2,no cis-eQTL in window
RXFP2,ENSG00000133105,13,2,486,TRUE,FALSE,Tier 3B,""
RXFP3,ENSG00000182631,5,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
RXFP4,ENSG00000173080,1,0,0,FALSE,FALSE,Tier 3B,no SNP below 5e-8
RXRA,ENSG00000186350,9,2,158,TRUE,FALSE,Tier 1,""
RXRB,ENSG00000204231,6,,244,,,Tier 1,CLUMP_FAILED
RXRG,ENSG00000143171,1,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
RYK,ENSG00000163785,3,3,656,TRUE,FALSE,Tier 3B,""
RYR1,ENSG00000196218,19,2,744,TRUE,FALSE,Tier 1,""
RYR2,ENSG00000198626,1,1,203,TRUE,TRUE,Tier 2,""
RYR3,ENSG00000198838,15,0,0,FALSE,FALSE,Tier 1,no SNP below 5e-8
S100A12,ENSG00000163221,1,5,992,TRUE,FALSE,Tier 3B,""
S100A13,ENSG00000189171,1,2,613,TRUE,FALSE,Tier 3B,""
S100A7,ENSG00000143556,1,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
S100A8,ENSG00000143546,1,2,222,TRUE,FALSE,Tier 3B,""
S100A9,ENSG00000163220,1,2,249,TRUE,FALSE,Tier 3B,""
S100B,ENSG00000160307,21,4,2163,TRUE,FALSE,Tier 2,""
S1PR1,ENSG00000170989,1,1,155,TRUE,TRUE,Tier 1,""
S1PR2,ENSG00000267534,19,2,56,TRUE,FALSE,Tier 1,""
S1PR3,ENSG00000213694,9,2,711,TRUE,FALSE,Tier 1,""
S1PR4,ENSG00000125910,19,2,187,TRUE,FALSE,Tier 1,""
S1PR5,ENSG00000180739,19,2,366,TRUE,FALSE,Tier 1,""
SAA1,ENSG00000173432,11,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
SAA2,ENSG00000134339,11,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
SAA4,ENSG00000148965,11,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
SAE1,ENSG00000142230,19,2,279,TRUE,FALSE,Tier 2,""
SAMD1,ENSG00000141858,19,1,83,TRUE,TRUE,Tier 3B,""
SBK1,ENSG00000188322,16,3,1026,TRUE,FALSE,Tier 2,""
SBK2,ENSG00000187550,19,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
SBK3,ENSG00000231274,19,0,0,FALSE,FALSE,Tier 2,no cis-eQTL in window
SBSN,ENSG00000189001,19,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
SCARB1,ENSG00000073060,12,3,397,TRUE,FALSE,Tier 2,""
SCD,ENSG00000099194,10,2,186,TRUE,FALSE,Tier 2,""
SCD5,ENSG00000145284,4,4,1020,TRUE,FALSE,Tier 2,""
SCG2,ENSG00000171951,2,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
SCG3,ENSG00000104112,15,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
SCG5,ENSG00000166922,15,1,37,TRUE,TRUE,Tier 3A,""
SCGB1A1,ENSG00000149021,11,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
SCGB1C1,ENSG00000188076,11,2,264,TRUE,FALSE,Tier 3A,""
SCGB1D1,ENSG00000168515,11,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
SCGB1D2,ENSG00000124935,11,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
SCGB1D4,ENSG00000197745,11,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
SCGB2A1,ENSG00000124939,11,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
SCGB3A1,ENSG00000161055,5,5,1472,TRUE,FALSE,Tier 3B,""
SCGB3A2,ENSG00000164265,5,5,793,TRUE,FALSE,Tier 3A,""
SCGN,ENSG00000079689,6,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
SCN10A,ENSG00000185313,3,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
SCN11A,ENSG00000168356,3,0,0,FALSE,FALSE,Tier 1,no SNP below 5e-8
SCN1A,ENSG00000144285,2,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
SCN1B,ENSG00000105711,19,0,0,FALSE,FALSE,Tier 3A,no SNP below 5e-8
SCN2A,ENSG00000136531,2,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
SCN2B,ENSG00000149575,11,1,229,TRUE,TRUE,Tier 3B,""
SCN3A,ENSG00000153253,2,1,108,TRUE,TRUE,Tier 1,""
SCN3B,ENSG00000166257,11,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
SCN4A,ENSG00000007314,17,1,253,TRUE,TRUE,Tier 1,""
SCN5A,ENSG00000183873,3,2,78,TRUE,FALSE,Tier 1,""
SCN7A,ENSG00000136546,2,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
SCN8A,ENSG00000196876,12,1,148,TRUE,TRUE,Tier 1,""
SCN9A,ENSG00000169432,2,3,1274,TRUE,FALSE,Tier 1,""
SCNN1A,ENSG00000111319,12,2,51,TRUE,FALSE,Tier 1,""
SCNN1B,ENSG00000168447,16,0,0,FALSE,FALSE,Tier 2,no cis-eQTL in window
SCNN1D,ENSG00000162572,1,1,488,TRUE,TRUE,Tier 3A,""
SCNN1G,ENSG00000166828,16,0,0,FALSE,FALSE,Tier 2,no cis-eQTL in window
SCP2,ENSG00000116171,1,5,1795,TRUE,FALSE,Tier 2,""
SCPEP1,ENSG00000121064,17,1,135,TRUE,TRUE,Tier 3A,""
SCRG1,ENSG00000164106,4,1,102,TRUE,TRUE,Tier 3B,""
SCT,ENSG00000070031,11,0,0,FALSE,FALSE,Tier 3A,no SNP below 5e-8
SCTR,ENSG00000080293,2,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
SCUBE1,ENSG00000159307,22,0,5,FALSE,FALSE,Tier 3A,no SNP below 5e-8
SCUBE2,ENSG00000175356,11,0,1,FALSE,FALSE,Tier 3A,no SNP below 5e-8
SCUBE3,ENSG00000146197,6,0,4,FALSE,FALSE,Tier 3B,no SNP below 5e-8
SCYL2,ENSG00000136021,12,0,1,FALSE,FALSE,Tier 3B,no SNP below 5e-8
SDC1,ENSG00000115884,2,0,0,FALSE,FALSE,Tier 1,no SNP below 5e-8
SDC2,ENSG00000169439,8,2,373,TRUE,FALSE,Tier 3B,""
SDC4,ENSG00000124145,20,1,56,TRUE,TRUE,Tier 3A,""
SDF2,ENSG00000132581,17,0,3,FALSE,FALSE,Tier 3B,no SNP below 5e-8
SDR42E1,ENSG00000184860,16,2,49,TRUE,FALSE,Tier 3B,""
SDR42E2,ENSG00000183921,16,0,0,FALSE,FALSE,Tier 3B,no SNP below 5e-8
SECTM1,ENSG00000141574,17,2,398,TRUE,FALSE,Tier 3B,""
SELE,ENSG00000007908,1,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
SELL,ENSG00000188404,1,6,3608,TRUE,FALSE,Tier 1,""
SELP,ENSG00000174175,1,2,445,TRUE,FALSE,Tier 1,""
SELPLG,ENSG00000110876,12,3,364,TRUE,FALSE,Tier 3A,""
SEMA3A,ENSG00000075213,7,3,1093,TRUE,FALSE,Tier 3A,""
SEMA3C,ENSG00000075223,7,2,410,TRUE,FALSE,Tier 3A,""
SEMA3D,ENSG00000153993,7,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
SEMA3E,ENSG00000170381,7,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
SEMA3F,ENSG00000001617,3,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
SEMA3G,ENSG00000010319,3,0,0,FALSE,FALSE,Tier 3A,no SNP below 5e-8
SEMA4B,ENSG00000185033,15,2,703,TRUE,FALSE,Tier 3B,""
SEMA4D,ENSG00000187764,9,7,1587,TRUE,FALSE,Tier 3A,""
SEMA6B,ENSG00000167680,19,1,23,TRUE,TRUE,Tier 3B,""
SEMA7A,ENSG00000138623,15,1,45,TRUE,TRUE,Tier 3A,""
SEMG1,ENSG00000124233,20,2,642,TRUE,FALSE,Tier 3B,""
SEMG2,ENSG00000124157,20,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
SENP6,ENSG00000112701,6,3,1213,TRUE,FALSE,Tier 2,""
SENP7,ENSG00000138468,3,5,2187,TRUE,FALSE,Tier 2,""
SENP8,ENSG00000166192,15,0,0,FALSE,FALSE,Tier 2,no SNP below 5e-8
SEPP1,ENSG00000250722,5,1,247,TRUE,TRUE,Tier 3B,""
SERPINA1,ENSG00000197249,14,4,867,TRUE,FALSE,Tier 3A,""
SERPINA10,ENSG00000140093,14,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
SERPINA11,ENSG00000186910,14,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
SERPINA12,ENSG00000165953,14,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
SERPINA3,ENSG00000196136,14,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
SERPINA4,ENSG00000100665,14,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
SERPINA5,ENSG00000188488,14,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
SERPINA6,ENSG00000170099,14,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
SERPINA7,ENSG00000123561,X,0,0,FALSE,FALSE,Tier 1,non-autosomal chr skipped
SERPINA9,ENSG00000170054,14,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
SERPINB1,ENSG00000021355,6,4,588,TRUE,FALSE,Tier 3B,""
SERPINB10,ENSG00000242550,18,4,1402,TRUE,FALSE,Tier 3B,""
SERPINB11,ENSG00000206072,18,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
SERPINB12,ENSG00000166634,18,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
SERPINB13,ENSG00000197641,18,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
SERPINB2,ENSG00000197632,18,2,1184,TRUE,FALSE,Tier 3B,""
SERPINB3,ENSG00000057149,18,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
SERPINB4,ENSG00000206073,18,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
SERPINB5,ENSG00000206075,18,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
SERPINB6,ENSG00000124570,6,6,1208,TRUE,FALSE,Tier 3B,""
SERPINB7,ENSG00000166396,18,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
SERPINB8,ENSG00000166401,18,2,1144,TRUE,FALSE,Tier 3B,""
SERPINB9,ENSG00000170542,6,4,856,TRUE,FALSE,Tier 3B,""
SERPINC1,ENSG00000117601,1,1,1828,TRUE,TRUE,Tier 1,""
SERPIND1,ENSG00000099937,22,0,3,FALSE,FALSE,Tier 3B,no SNP below 5e-8
SERPINE1,ENSG00000106366,7,1,127,TRUE,TRUE,Tier 2,""
SERPINE2,ENSG00000135919,2,4,1704,TRUE,FALSE,Tier 3B,""
SERPINE3,ENSG00000253309,13,0,0,FALSE,FALSE,Tier 3B,no SNP below 5e-8
SERPINF1,ENSG00000132386,17,1,288,TRUE,TRUE,Tier 3A,""
SERPINF2,ENSG00000167711,17,2,362,TRUE,FALSE,Tier 3A,""
SERPING1,ENSG00000149131,11,3,1739,TRUE,FALSE,Tier 3A,""
SERPINI1,ENSG00000163536,3,2,602,TRUE,FALSE,Tier 3B,""
SERPINI2,ENSG00000114204,3,0,8,FALSE,FALSE,Tier 3B,no SNP below 5e-8
SEZ6L2,ENSG00000174938,16,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
SF3B3,ENSG00000189091,16,1,889,TRUE,TRUE,Tier 1,""
SFN,ENSG00000175793,1,1,60,TRUE,TRUE,Tier 3B,""
SFRP1,ENSG00000104332,8,2,174,TRUE,FALSE,Tier 2,""
SFRP2,ENSG00000145423,4,1,577,TRUE,TRUE,Tier 3A,""
SFRP4,ENSG00000106483,7,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
SFRP5,ENSG00000120057,10,1,217,TRUE,TRUE,Tier 3B,""
SFTA2,ENSG00000196260,6,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
SFTPA1,ENSG00000122852,10,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
SFTPA2,ENSG00000185303,10,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
SFTPB,ENSG00000168878,2,1,202,TRUE,TRUE,Tier 3B,""
SFTPC,ENSG00000168484,8,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
SFTPD,ENSG00000133661,10,4,1796,TRUE,FALSE,Tier 3A,""
SGK1,ENSG00000118515,6,4,609,TRUE,FALSE,Tier 2,""
SGK2,ENSG00000101049,20,1,33,TRUE,TRUE,Tier 2,""
SGK3,ENSG00000104205,8,1,50,TRUE,TRUE,Tier 1,""
SGSH,ENSG00000181523,17,2,252,TRUE,FALSE,Tier 3A,""
SHBG,ENSG00000129214,17,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
SHH,ENSG00000164690,7,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
SHISA2,ENSG00000180730,13,3,470,TRUE,FALSE,Tier 3B,""
SI,ENSG00000090402,3,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
SIAE,ENSG00000110013,11,1,94,TRUE,TRUE,Tier 3A,""
SIDT2,ENSG00000149577,11,20,3069,TRUE,FALSE,Tier 3A,""
SIGLEC1,ENSG00000088827,20,0,0,FALSE,FALSE,Tier 3B,no SNP below 5e-8
SIGLEC10,ENSG00000142512,19,2,203,TRUE,FALSE,Tier 3B,""
SIGLEC11,ENSG00000161640,19,4,612,TRUE,FALSE,Tier 3B,""
SIGLEC12,ENSG00000254521,19,2,462,TRUE,FALSE,Tier 3B,""
SIGLEC5,ENSG00000105501,19,6,958,TRUE,FALSE,Tier 2,""
SIGLEC6,ENSG00000105492,19,1,306,TRUE,TRUE,Tier 2,""
SIGLEC7,ENSG00000168995,19,2,116,TRUE,FALSE,Tier 3B,""
SIGLEC8,ENSG00000105366,19,0,0,FALSE,FALSE,Tier 3B,no SNP below 5e-8
SIGLEC9,ENSG00000129450,19,3,40,TRUE,FALSE,Tier 2,""
SIGMAR1,ENSG00000147955,9,4,962,TRUE,FALSE,Tier 1,""
SIK1,ENSG00000142178,21,2,263,TRUE,FALSE,Tier 1,""
SIK2,ENSG00000170145,11,1,609,TRUE,TRUE,Tier 1,""
SIK3,ENSG00000160584,11,1,642,TRUE,TRUE,Tier 1,""
SIRPA,ENSG00000198053,20,5,425,TRUE,FALSE,Tier 3A,""
SIRPB1,ENSG00000101307,20,7,1823,TRUE,FALSE,Tier 3A,""
SIRPG,ENSG00000089012,20,3,814,TRUE,FALSE,Tier 3A,""
SIRT1,ENSG00000096717,10,3,2707,TRUE,FALSE,Tier 1,""
SIRT2,ENSG00000068903,19,1,57,TRUE,TRUE,Tier 2,""
SIRT3,ENSG00000142082,11,1,239,TRUE,TRUE,Tier 2,""
SLAMF1,ENSG00000117090,1,2,212,TRUE,FALSE,Tier 3A,""
SLAMF6,ENSG00000162739,1,2,207,TRUE,FALSE,Tier 3A,""
SLAMF7,ENSG00000026751,1,1,347,TRUE,TRUE,Tier 1,""
SLAMF8,ENSG00000158714,1,2,139,TRUE,FALSE,Tier 3A,""
SLC10A1,ENSG00000100652,14,0,0,FALSE,FALSE,Tier 1,no SNP below 5e-8
SLC10A2,ENSG00000125255,13,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
SLC11A2,ENSG00000110911,12,1,683,TRUE,TRUE,Tier 2,""
SLC12A1,ENSG00000074803,15,5,792,TRUE,FALSE,Tier 1,""
SLC12A2,ENSG00000064651,5,1,529,TRUE,TRUE,Tier 2,""
SLC12A3,ENSG00000070915,16,2,180,TRUE,FALSE,Tier 1,""
SLC12A4,ENSG00000124067,16,1,1098,TRUE,TRUE,Tier 3A,""
SLC12A5,ENSG00000124140,20,0,0,FALSE,FALSE,Tier 2,no cis-eQTL in window
SLC12A6,ENSG00000140199,15,2,645,TRUE,FALSE,Tier 3B,""
SLC12A7,ENSG00000113504,5,3,734,TRUE,FALSE,Tier 3B,""
SLC12A9,ENSG00000146828,7,2,465,TRUE,FALSE,Tier 3B,""
SLC13A1,ENSG00000081800,7,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
SLC13A2,ENSG00000007216,17,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
SLC13A3,ENSG00000158296,20,0,0,FALSE,FALSE,Tier 1,no SNP below 5e-8
SLC15A1,ENSG00000088386,13,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
SLC15A2,ENSG00000163406,3,1,762,TRUE,TRUE,Tier 1,""
SLC16A1,ENSG00000155380,1,1,467,TRUE,TRUE,Tier 1,""
SLC18A1,ENSG00000036565,8,3,518,TRUE,FALSE,Tier 2,""
SLC18A2,ENSG00000165646,10,2,290,TRUE,FALSE,Tier 1,""
SLC18A3,ENSG00000187714,10,0,0,FALSE,FALSE,Tier 2,no cis-eQTL in window
SLC19A1,ENSG00000173638,21,2,301,TRUE,FALSE,Tier 1,""
SLC1A1,ENSG00000106688,9,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
SLC1A2,ENSG00000110436,11,0,0,FALSE,FALSE,Tier 2,no cis-eQTL in window
SLC1A3,ENSG00000079215,5,1,462,TRUE,TRUE,Tier 2,""
SLC1A6,ENSG00000105143,19,0,0,FALSE,FALSE,Tier 2,no cis-eQTL in window
SLC1A7,ENSG00000162383,1,4,973,TRUE,FALSE,Tier 2,""
SLC22A1,ENSG00000175003,6,3,337,TRUE,FALSE,Tier 1,""
SLC22A10,ENSG00000184999,11,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
SLC22A11,ENSG00000168065,11,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
SLC22A12,ENSG00000197891,11,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
SLC22A13,ENSG00000172940,3,0,0,FALSE,FALSE,Tier 1,no SNP below 5e-8
SLC22A14,ENSG00000144671,3,1,11,TRUE,TRUE,Tier 1,""
SLC22A15,ENSG00000163393,1,6,1201,TRUE,FALSE,Tier 1,""
SLC22A16,ENSG00000004809,6,7,1992,TRUE,FALSE,Tier 1,""
SLC22A17,ENSG00000092096,14,2,188,TRUE,FALSE,Tier 1,""
SLC22A18,ENSG00000110628,11,3,442,TRUE,FALSE,Tier 1,""
SLC22A2,ENSG00000112499,6,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
SLC22A24,ENSG00000197658,11,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
SLC22A25,ENSG00000196600,11,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
SLC22A3,ENSG00000146477,6,2,95,TRUE,FALSE,Tier 1,""
SLC22A31,ENSG00000259803,16,2,1028,TRUE,FALSE,Tier 3B,""
SLC22A4,ENSG00000197208,5,6,2699,TRUE,FALSE,Tier 1,""
SLC22A5,ENSG00000197375,5,4,3230,TRUE,FALSE,Tier 1,""
SLC22A6,ENSG00000197901,11,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
SLC22A7,ENSG00000137204,6,0,0,FALSE,FALSE,Tier 1,no SNP below 5e-8
SLC22A8,ENSG00000149452,11,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
SLC22A9,ENSG00000149742,11,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
SLC24A1,ENSG00000074621,15,2,511,TRUE,FALSE,Tier 3B,""
SLC27A1,ENSG00000130304,19,4,359,TRUE,FALSE,Tier 1,""
SLC27A4,ENSG00000167114,9,1,48,TRUE,TRUE,Tier 2,""
SLC28A1,ENSG00000156222,15,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
SLC28A2,ENSG00000137860,15,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
SLC28A3,ENSG00000197506,9,1,229,TRUE,TRUE,Tier 1,""
SLC29A1,ENSG00000112759,6,2,102,TRUE,FALSE,Tier 1,""
SLC29A2,ENSG00000174669,11,1,164,TRUE,TRUE,Tier 1,""
SLC29A3,ENSG00000198246,10,3,380,TRUE,FALSE,Tier 3B,""
SLC2A1,ENSG00000117394,1,1,161,TRUE,TRUE,Tier 2,""
SLC2A4,ENSG00000181856,17,1,19,TRUE,TRUE,Tier 1,""
SLC2A5,ENSG00000142583,1,2,520,TRUE,FALSE,Tier 1,""
SLC34A2,ENSG00000157765,4,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
SLC39A5,ENSG00000139540,12,0,0,FALSE,FALSE,Tier 3B,no SNP below 5e-8
SLC39A6,ENSG00000141424,18,1,120,TRUE,TRUE,Tier 3B,""
SLC3A2,ENSG00000168003,11,1,16,TRUE,TRUE,Tier 3B,""
SLC40A1,ENSG00000138449,2,5,2180,TRUE,FALSE,Tier 1,""
SLC41A2,ENSG00000136052,12,2,471,TRUE,FALSE,Tier 3B,""
SLC44A1,ENSG00000070214,9,2,314,TRUE,FALSE,Tier 3B,""
SLC44A4,ENSG00000204385,6,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
SLC47A1,ENSG00000142494,17,3,1123,TRUE,FALSE,Tier 1,""
SLC47A2,ENSG00000180638,17,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
SLC4A1,ENSG00000004939,17,1,243,TRUE,TRUE,Tier 3A,""
SLC4A3,ENSG00000114923,2,0,0,FALSE,FALSE,Tier 3B,no SNP below 5e-8
SLC5A1,ENSG00000100170,22,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
SLC5A10,ENSG00000154025,17,1,94,TRUE,TRUE,Tier 2,""
SLC5A11,ENSG00000158865,16,3,715,TRUE,FALSE,Tier 2,""
SLC5A2,ENSG00000140675,16,1,26,TRUE,TRUE,Tier 1,""
SLC5A3,ENSG00000198743,21,1,504,TRUE,TRUE,Tier 2,""
SLC5A4,ENSG00000100191,22,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
SLC5A6,ENSG00000138074,2,3,1176,TRUE,FALSE,Tier 1,""
SLC5A7,ENSG00000115665,2,0,0,FALSE,FALSE,Tier 2,no cis-eQTL in window
SLC5A9,ENSG00000117834,1,1,52,TRUE,TRUE,Tier 2,""
SLC6A1,ENSG00000157103,3,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
SLC6A11,ENSG00000132164,3,0,0,FALSE,FALSE,Tier 2,no cis-eQTL in window
